TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,23015.0,0.61,0.0,12.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,4484.0,0.08,0.008,1.7,2.5,,,,,,,,,,,,,,,,,,
,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,2418.0,0.05,0.005,1.1,1.6,,,,,,,,,,,,,,,,,,
,1007069,2011,Expera Old Town LLC,recovery furnace,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),annual - published value,14836.0,0.8,0.0,16.8,0.0,,,,,,,,,,,,,,,,,,
,1007069,2011,Expera Old Town LLC,recovery furnace,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2279.0,0.1,0.0,2.1,0.0,,,,,,,,,,,,,,,,,,
,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,EU 017 No. 4 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,5749.0,0.29,0.0,6.1,0.0,,,,,,,,,,,,,,,,,,
,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,EU 017 No. 4 Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,43304.0,1.56,0.0,32.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,EU 018 No. 4 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,555.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,
,1007135,2011,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,EU 018 No. 4 Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,23721.0,0.95,0.19,19.9,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007196,2011,Verso Wickliffe LLC,03,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,4574.0,0.09,0.009,1.8,2.8,,,,,,,,,,,,,,,,,,
,1007196,2011,Verso Wickliffe LLC,08,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Semiannually,,27336.0,1.39,0.0,29.2,0.0,,,,,,,,,,,,,,,,,,
,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,8R Boiler (SN26),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,8R Boiler (SN26),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,42.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,8R Boiler (SN26),Used Oil,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6926.7,0.28,0.056,5.9,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007214,2011,GEORGIA-PACIFIC Crossett Paper Operations,Lime Kiln (SN25),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,40010.1,2.04,0.0,42.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007226,2011,International Paper-Riegelwood,LK3,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,584.7,0.02,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,
,1007226,2011,International Paper-Riegelwood,LK4,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,50466.3,2.57,0.0,54.0,0.0,,,,,,,,,,,,,,,,,,
,1007226,2011,International Paper-Riegelwood,LK4,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,27399.2,0.99,0.0,20.7,0.0,,,,,,,,,,,,,,,,,,
,1007226,2011,International Paper-Riegelwood,RB4,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,3822.7,0.15,0.031,3.2,9.5,,,,,,,,,,,,,,,,,,
,1007226,2011,International Paper-Riegelwood,RB5,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,7103.9,0.28,0.057,6.0,17.6,,,,,,,,,,,,,,,,,,
,1007273,2011,Expera Specialty Solutions LLC - Mosinee Mill,#14 Recovery Boiler (B21),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1418.7,0.03,0.003,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007273,2011,Expera Specialty Solutions LLC - Mosinee Mill,#14 Recovery Boiler (B21),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1071.5,0.04,0.009,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007273,2011,Expera Specialty Solutions LLC - Mosinee Mill,Lime Kiln (P36),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,12009.7,0.21,0.021,4.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,#1 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,7387.0,0.14,0.014,2.9,4.3,,,,,,,,,,,,,,,,,,
,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,#2 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,6422.0,0.12,0.012,2.5,3.7,,,,,,,,,,,,,,,,,,
,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,53106.0,2.7,0.0,56.7,0.0,,,,,,,,,,,,,,,,,,
,1007627,2011,GEORGIA PACIFIC MONTICELLO LLC,Lime Kiln,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Lime Kiln #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,20901.0,1.06,0.0,22.3,0.0,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Lime Kiln #1,Used Oil,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,0.0,2.0,,,,,2470.3,0.0,0.0,0.0,0.0,,,
,1007867,2011,Packaging Corporation of America,Lime Kiln #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,27676.5,1.41,0.0,29.6,0.0,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Recovery Boiler #1,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,426.1,0.02,0.003,0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Recovery Boiler #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,2065.4,0.04,0.004,0.8,1.2,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Recovery Boiler #2,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,226.7,0.01,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,1772.7,0.03,0.003,0.7,1.0,,,,,,,,,,,,,,,,,,
,1007867,2011,Packaging Corporation of America,Recovery Boiler #3,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Daily,,1043.9,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 1 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,29406.9,1.5,0.0,31.5,0.0,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 1 Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6552.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 1 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,88.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 1 Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3117.5,0.12,0.025,2.6,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 2 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,21976.3,1.12,0.0,23.5,0.0,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 2 Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,22154.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 2 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,66.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1007912,2011,International Paper - Georgetown Mill,No. 2 Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2645.7,0.11,0.021,2.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X001,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,11217.0,0.45,0.09,9.5,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X003,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6528.0,0.23,0.0,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X003,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,19512.0,0.99,0.0,20.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X003,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,18885.0,0.5,0.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X012,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8906.0,0.36,0.071,7.6,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X014,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,19916.0,0.72,0.0,15.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007917,2011,"ALABAMA RIVER CELLULOSE, LLC",X014,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9947.0,0.51,0.0,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007964,2011,"West Rock Mill Company, LLC",LK3,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,45697.0,2.0,0.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007964,2011,"West Rock Mill Company, LLC",RF3,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3282.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007964,2011,"West Rock Mill Company, LLC",RF3,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2213.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007994,2011,BOISE WHITE PAPER LLC,Lime Kiln EU 340,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,23017.4,1.17,0.043,24.6,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1007994,2011,BOISE WHITE PAPER LLC,Recovery Furnace EU 320,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2839.0,0.05,0.005,1.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008025,2011,LEAF RIVER CELLULOSE LLC,AA-011,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,1335.0,0.03,0.003,0.6,0.9,,,,,,,,,,,,,,,,,,
,1008025,2011,LEAF RIVER CELLULOSE LLC,AA-011,Propane Gas,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1044.0,0.05,0.01,1.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008025,2011,LEAF RIVER CELLULOSE LLC,AA-013,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,24699.0,1.26,0.0,26.5,0.0,,,,,,,,,,,,,,,,,,
,1008025,2011,LEAF RIVER CELLULOSE LLC,AA-013,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,36117.0,0.95,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008025,2011,LEAF RIVER CELLULOSE LLC,AA-013,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,348.0,0.01,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008042,2011,WAUNA MILL,Chem Rec Furn / EU-24,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,7112.0,0.13,0.013,2.7,4.0,,,,,,,,,,,,,,,,,,
,1008042,2011,WAUNA MILL,LK / EU-21,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,24023.0,1.22,0.0,25.6,0.0,,,,,,,,,,,,,,,,,,
,1008553,2011,"WestRock CP, LLC - Stevenson Mill",RB1,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,7805.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008708,2011,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",LK1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008708,2011,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",LK1,Used Oil,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,42420.0,2.0,0.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008708,2011,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",RF1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4027.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1008999,2011,Cosmopolis Pulp Mill,Combined Recovery Stack AP10,,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Daily,351.0,351.0,,,,,9525.5,0.0,0.0,0.0,0.0,,,
